customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,charges_ratio
CUST00047,1,0,1,1,17,0,1,0,1,1,1,0,0,2,2,0,1,38.58,672.52,0,1-2yr,0.057
CUST00048,0,1,1,1,60,1,1,2,1,2,1,0,1,0,0,1,1,39.06,2327.95,0,4-6yr,0.017
CUST00049,0,1,1,0,56,0,0,1,2,2,1,1,0,1,2,0,3,64.96,3659.9,0,4-6yr,0.018
CUST00050,1,1,0,0,57,1,1,0,2,1,0,2,2,1,1,1,1,81.83,4683.0,0,4-6yr,0.017
CUST00051,1,0,1,1,9,1,2,1,2,0,1,1,2,1,2,0,1,33.63,304.46,0,0-1yr,0.11
CUST00052,1,1,1,1,48,1,1,2,1,0,2,0,1,2,2,1,0,26.2,1265.05,0,2-4yr,0.021
CUST00053,1,1,0,1,48,1,1,1,0,0,2,2,2,2,0,1,0,40.57,1953.87,0,2-4yr,0.021
CUST00054,0,0,1,1,67,1,0,2,0,1,1,2,0,2,2,1,3,46.13,3081.63,0,4-6yr,0.015
CUST00055,0,1,1,1,65,1,0,0,0,2,0,1,1,2,1,0,1,81.66,5333.76,0,4-6yr,0.015
CUST00056,0,1,1,0,61,1,1,0,2,1,2,2,2,2,0,1,0,92.3,5637.23,0,4-6yr,0.016
CUST00057,1,0,1,1,46,0,1,0,1,0,2,1,1,2,2,0,2,88.3,4081.7,0,2-4yr,0.022
CUST00058,0,1,1,0,38,1,0,0,1,0,2,0,2,0,2,1,1,102.82,3919.33,1,2-4yr,0.026
CUST00059,0,1,0,0,30,1,2,2,1,2,1,0,2,1,0,1,0,116.33,3502.33,0,2-4yr,0.033
CUST00060,0,1,0,1,25,1,1,0,1,1,2,2,2,1,2,0,1,27.12,658.78,0,2-4yr,0.041
CUST00061,0,1,1,1,32,1,2,1,0,1,0,1,0,1,0,1,0,76.53,2427.8,0,2-4yr,0.032
CUST00062,1,1,1,0,52,1,0,1,1,0,0,1,1,2,0,1,2,37.17,1905.13,1,4-6yr,0.02
CUST00063,0,0,0,0,44,0,0,1,1,1,1,0,1,2,1,0,1,68.76,3039.03,0,2-4yr,0.023
CUST00064,0,1,1,1,28,1,2,0,2,1,2,0,1,0,2,0,0,99.3,2764.38,0,2-4yr,0.036
CUST00065,0,1,1,1,66,1,1,0,1,2,2,1,1,2,1,0,1,92.06,6054.99,1,4-6yr,0.015
CUST00066,0,1,1,0,12,1,2,1,1,1,1,0,2,1,0,0,0,104.68,1237.6,1,0-1yr,0.085
CUST00067,0,1,1,0,3,0,0,2,0,0,1,1,0,0,1,1,2,98.35,287.97,0,0-1yr,0.34
CUST00068,0,0,0,1,56,0,2,1,1,1,1,0,0,2,1,0,1,25.89,1430.5,0,4-6yr,0.018
CUST00069,0,1,0,1,62,0,2,0,0,1,1,2,1,2,1,0,2,84.38,5234.25,0,4-6yr,0.016
CUST00070,0,0,0,1,60,0,0,0,0,0,1,2,1,1,0,0,0,102.38,6166.69,0,4-6yr,0.017
CUST00071,1,1,0,0,16,1,0,1,0,1,0,0,0,0,1,1,3,21.05,327.09,0,1-2yr,0.064
CUST00072,1,1,1,1,9,1,2,2,1,2,1,0,2,1,2,0,3,98.93,891.77,0,0-1yr,0.111
CUST00073,1,0,0,1,47,1,2,0,2,1,0,0,0,1,0,1,3,37.85,1786.42,0,2-4yr,0.021
CUST00074,0,1,0,1,55,0,1,1,2,1,0,1,2,0,2,1,0,40.25,2207.04,0,4-6yr,0.018
CUST00075,0,1,1,0,34,0,2,1,0,1,2,0,1,0,1,1,1,73.58,2494.22,1,2-4yr,0.029
CUST00076,0,0,1,0,8,1,2,2,2,2,1,2,1,2,1,1,0,26.48,182.34,0,0-1yr,0.144
CUST00077,1,0,0,1,1,1,2,2,1,1,0,2,2,1,2,1,3,34.63,36.43,0,0-1yr,0.925
CUST00078,1,0,1,0,26,1,2,0,1,0,0,1,1,1,1,1,1,40.17,1018.81,1,2-4yr,0.039
CUST00079,1,0,1,1,36,1,1,0,0,2,0,0,1,0,1,0,1,57.03,2046.2,1,2-4yr,0.028
CUST00080,1,0,0,0,49,1,2,2,1,0,1,1,2,0,0,0,2,110.34,5393.84,1,4-6yr,0.02
CUST00081,0,1,1,1,30,1,1,0,2,2,1,0,1,1,1,0,2,90.7,2749.47,0,2-4yr,0.033
CUST00082,1,0,1,0,54,1,0,2,0,1,1,2,2,2,2,0,3,31.96,1717.09,1,4-6yr,0.019
CUST00083,1,1,0,1,45,1,2,2,1,2,1,1,0,2,0,0,0,76.56,3428.33,0,2-4yr,0.022
CUST00084,0,0,0,0,9,0,0,2,2,0,0,0,1,2,2,0,1,101.82,911.61,0,0-1yr,0.112
CUST00085,0,1,0,1,50,0,0,2,0,2,1,0,1,2,1,1,1,25.82,1267.05,0,4-6yr,0.02
CUST00086,1,0,0,1,69,1,2,2,2,1,2,0,1,2,0,1,3,55.2,3812.72,0,4-6yr,0.014
CUST00087,0,1,1,1,20,1,1,1,0,0,0,2,0,0,1,0,0,102.88,2087.15,0,1-2yr,0.049
CUST00088,1,1,1,0,38,1,0,0,2,2,1,2,2,0,2,0,0,57.39,2152.31,0,2-4yr,0.027
CUST00089,1,1,1,0,31,0,1,1,2,0,1,0,2,2,1,0,1,32.81,1002.04,0,2-4yr,0.033
CUST00090,1,1,0,1,57,1,1,2,2,1,2,2,2,0,2,1,2,76.25,4349.3,0,4-6yr,0.018
CUST00091,1,0,1,1,58,0,0,0,0,0,2,0,2,2,2,1,0,105.05,6118.11,0,4-6yr,0.017
CUST00092,1,0,1,0,24,1,1,0,0,2,0,1,1,0,2,1,0,80.6,1948.43,0,1-2yr,0.041
CUST00093,0,0,0,0,4,1,0,2,1,0,1,1,2,1,0,0,2,26.79,105.61,0,0-1yr,0.251
CUST00094,1,1,1,1,33,0,2,1,1,1,0,2,1,1,0,0,1,57.52,1911.2,0,2-4yr,0.03
CUST00095,0,0,1,0,26,1,1,2,2,0,2,1,1,2,0,1,1,106.63,2773.71,0,2-4yr,0.038
CUST00096,0,0,0,1,55,0,2,2,2,2,0,2,2,1,1,0,0,80.69,4408.58,0,4-6yr,0.018
CUST00097,0,0,0,1,60,0,1,0,1,0,0,2,1,1,2,0,1,79.83,4764.08,0,4-6yr,0.017
CUST00098,1,1,0,0,54,1,1,2,0,1,0,2,1,1,2,0,1,38.08,2061.78,0,4-6yr,0.018
CUST00099,1,1,1,1,69,1,1,1,2,0,1,0,2,1,1,0,2,117.72,8135.6,0,4-6yr,0.014
CUST00100,1,0,0,1,31,0,0,1,1,2,1,2,0,0,2,0,2,29.54,899.96,0,2-4yr,0.033
CUST00101,0,0,1,1,28,1,1,0,1,0,2,0,2,0,0,1,0,38.19,1040.61,0,2-4yr,0.037
CUST00102,0,1,1,1,41,1,0,1,1,2,0,2,1,1,2,1,2,85.31,3476.12,0,2-4yr,0.025
CUST00103,0,0,1,0,25,1,1,0,0,0,2,2,2,1,2,0,3,30.75,786.77,0,2-4yr,0.039
CUST00104,0,0,0,0,14,0,0,0,2,1,0,1,1,0,0,1,3,92.99,1330.46,1,1-2yr,0.07
CUST00105,0,0,1,1,1,0,1,0,1,2,0,1,2,1,1,1,3,30.13,19.53,0,0-1yr,1.468
CUST00106,1,1,0,1,22,1,0,0,1,2,2,2,2,1,2,1,3,37.73,826.38,1,1-2yr,0.046
CUST00107,0,0,0,0,4,0,2,2,0,1,2,0,2,2,2,0,0,94.32,357.82,0,0-1yr,0.263
CUST00108,1,0,1,0,49,1,2,0,0,2,0,2,2,0,1,0,0,119.85,5883.7,0,4-6yr,0.02
CUST00109,0,1,0,0,44,1,2,1,1,1,0,1,0,0,2,0,2,87.19,3810.59,1,2-4yr,0.023
CUST00110,1,0,0,1,66,1,0,1,0,1,1,2,1,1,0,0,1,45.37,2981.11,1,4-6yr,0.015
CUST00111,0,0,1,0,62,1,1,0,2,1,0,1,2,1,1,0,1,93.29,5809.72,0,4-6yr,0.016
CUST00112,0,1,0,1,3,1,1,0,2,0,1,0,1,2,1,1,2,108.66,352.97,0,0-1yr,0.307
CUST00113,1,0,0,0,30,0,2,1,1,2,2,0,0,1,1,1,1,113.0,3405.0,1,2-4yr,0.033
CUST00114,0,1,0,0,19,1,2,2,0,0,2,0,0,2,1,0,1,56.92,1066.74,1,1-2yr,0.053
CUST00115,0,0,1,1,69,0,1,0,0,2,1,2,0,0,1,1,3,52.63,3612.19,1,4-6yr,0.015
CUST00116,1,1,1,1,44,1,1,2,1,1,0,1,2,2,2,1,1,39.55,1750.53,1,2-4yr,0.023
CUST00117,0,1,0,0,49,1,0,1,1,2,0,0,2,0,1,0,1,37.6,1861.14,1,4-6yr,0.02
CUST00118,0,1,0,1,24,0,0,1,2,1,2,2,2,2,1,1,3,104.1,2526.22,0,1-2yr,0.041
CUST00119,1,0,1,1,60,1,1,2,2,1,0,0,2,0,1,1,1,103.93,6260.3,1,4-6yr,0.017
CUST00120,0,1,1,0,22,0,0,0,1,1,0,0,2,1,2,0,0,53.04,1160.68,1,1-2yr,0.046
CUST00121,0,0,0,1,70,0,1,1,1,0,1,1,1,0,0,0,2,67.16,4698.36,0,4-6yr,0.014
CUST00122,1,1,0,0,10,0,1,0,1,1,2,0,2,2,2,0,1,75.31,742.78,0,0-1yr,0.101
CUST00123,1,0,1,0,24,1,2,1,2,0,2,0,2,2,0,0,2,69.09,1676.21,1,1-2yr,0.041
CUST00124,1,1,0,1,44,0,2,2,0,1,1,1,2,1,1,1,3,101.13,4465.98,0,2-4yr,0.023
CUST00125,0,1,0,0,55,1,2,1,0,0,2,0,2,2,2,1,3,30.13,1653.1,0,4-6yr,0.018
CUST00126,1,0,1,1,26,1,2,1,2,2,1,1,1,0,2,1,1,60.73,1565.49,0,2-4yr,0.039
CUST00127,0,1,0,1,46,0,2,0,1,0,1,0,0,1,1,1,1,115.65,5314.28,0,2-4yr,0.022
CUST00128,1,0,0,0,20,1,2,1,1,0,0,0,1,1,2,1,0,96.16,1951.52,0,1-2yr,0.049
CUST00129,1,1,1,0,33,1,0,2,2,2,0,0,0,2,2,1,1,63.72,2112.88,0,2-4yr,0.03
CUST00130,0,0,1,0,71,1,0,0,2,0,0,0,0,0,0,0,0,81.01,5730.75,1,4-6yr,0.014
CUST00131,1,0,1,0,25,0,1,1,1,2,2,1,0,0,0,0,0,111.81,2792.75,0,2-4yr,0.04
CUST00132,0,1,1,0,56,1,2,0,1,0,1,1,0,0,1,1,3,25.47,1435.66,0,4-6yr,0.018
CUST00133,1,1,1,1,45,0,0,1,2,2,2,1,2,1,0,0,3,97.87,4376.25,0,2-4yr,0.022
CUST00134,0,0,1,1,52,0,0,1,1,2,0,1,2,1,1,1,2,114.22,5910.09,0,4-6yr,0.019
CUST00135,1,1,0,1,47,0,2,0,1,0,2,2,0,0,1,0,3,25.43,1187.32,1,2-4yr,0.021
CUST00136,1,0,0,0,57,1,1,0,2,1,0,0,2,0,1,0,3,32.08,1846.44,1,4-6yr,0.017
CUST00137,0,1,0,1,34,1,2,1,2,0,2,2,2,0,2,1,1,85.37,2889.41,0,2-4yr,0.03
CUST00138,1,0,0,1,57,0,0,2,2,0,2,1,0,2,1,0,1,77.45,4391.04,0,4-6yr,0.018
CUST00139,0,0,0,1,50,1,1,2,1,2,1,0,0,0,0,1,3,45.86,2321.89,0,4-6yr,0.02
CUST00140,0,0,1,0,11,0,1,2,1,0,1,0,0,0,1,0,1,82.15,878.84,0,0-1yr,0.093
CUST00141,1,0,0,1,31,1,1,2,0,0,2,1,1,0,0,0,3,92.06,2847.61,0,2-4yr,0.032
CUST00142,1,0,0,0,7,1,1,1,0,0,2,0,1,0,2,0,0,109.78,760.54,0,0-1yr,0.144
CUST00143,0,0,1,1,31,0,0,1,2,0,2,2,0,1,0,0,0,87.66,2744.07,0,2-4yr,0.032
CUST00144,0,1,0,1,53,1,0,2,0,0,0,2,1,0,2,1,2,110.69,5859.19,1,4-6yr,0.019
CUST00145,0,1,1,1,67,1,0,1,0,2,0,1,1,2,2,0,1,104.73,7031.39,0,4-6yr,0.015
CUST00146,1,0,0,1,65,0,0,1,1,2,2,2,2,0,2,0,2,46.09,3006.73,0,4-6yr,0.015
CUST00147,0,0,1,1,20,1,0,2,0,2,2,2,0,1,0,1,3,36.02,736.11,0,1-2yr,0.049
CUST00148,1,1,1,1,43,0,0,0,1,2,2,2,1,1,2,1,1,33.63,1441.71,0,2-4yr,0.023
CUST00149,1,1,0,0,41,1,0,1,2,0,0,2,1,1,1,0,2,95.17,3894.98,1,2-4yr,0.024
CUST00150,0,1,1,0,10,1,1,0,0,1,2,0,0,2,0,0,3,29.83,288.26,0,0-1yr,0.103
CUST00151,0,0,0,0,44,0,0,0,2,0,0,0,0,2,1,1,3,85.01,3718.44,0,2-4yr,0.023
CUST00152,0,0,0,0,67,1,1,0,0,0,2,1,2,2,0,1,3,78.76,5292.74,0,4-6yr,0.015
CUST00153,0,1,0,0,51,0,1,1,0,0,0,0,0,2,2,1,2,116.3,5913.24,0,4-6yr,0.02
CUST00154,0,1,1,0,27,1,1,1,2,1,2,1,2,2,2,1,2,107.71,2931.18,0,2-4yr,0.037
CUST00155,0,0,0,1,19,1,1,1,1,1,1,0,1,0,0,0,3,82.28,1582.58,1,1-2yr,0.052
CUST00156,0,0,0,0,62,1,2,2,0,2,1,0,0,1,2,0,3,42.1,2629.06,0,4-6yr,0.016
CUST00157,1,0,1,1,17,0,1,0,2,2,2,1,0,0,2,1,1,34.03,588.59,0,1-2yr,0.058
CUST00158,1,1,0,1,69,0,1,0,0,0,0,1,0,0,0,0,2,93.8,6464.95,0,4-6yr,0.015
CUST00159,0,1,0,1,44,0,2,2,2,0,0,1,1,1,0,1,0,88.28,3879.6,0,2-4yr,0.023
CUST00160,0,1,0,1,33,0,0,1,1,1,1,1,0,0,2,1,3,41.39,1370.01,0,2-4yr,0.03
CUST00161,0,0,1,0,17,0,0,0,0,0,0,1,1,2,2,0,1,81.62,1396.85,1,1-2yr,0.058
CUST00162,0,0,1,0,7,0,2,0,1,0,1,1,0,2,0,1,3,53.51,403.04,0,0-1yr,0.132
CUST00163,0,1,0,0,3,1,1,1,2,0,1,1,2,2,0,0,2,47.85,119.87,1,0-1yr,0.396
CUST00164,0,0,1,0,27,0,0,1,2,1,0,1,0,1,1,1,2,90.19,2424.1,1,2-4yr,0.037
CUST00165,0,0,1,0,35,0,1,1,0,1,1,0,0,0,2,1,1,100.9,3507.58,0,2-4yr,0.029
CUST00166,1,1,1,1,38,1,1,2,2,1,1,0,2,1,0,0,3,49.05,1885.57,0,2-4yr,0.026
CUST00167,0,0,0,1,7,0,0,0,2,1,2,0,1,1,1,0,1,110.07,789.09,0,0-1yr,0.139
CUST00168,1,1,0,0,43,0,1,1,1,2,0,0,1,1,1,0,3,113.59,4856.08,1,2-4yr,0.023
CUST00169,0,0,0,0,69,1,2,2,1,0,2,2,0,1,0,1,0,64.68,4488.22,0,4-6yr,0.014
CUST00170,0,1,1,1,32,0,2,1,0,1,2,0,0,0,0,1,2,91.25,2916.61,0,2-4yr,0.031
CUST00171,0,1,1,1,29,0,0,2,1,2,1,0,2,0,2,1,0,34.55,994.48,0,2-4yr,0.035
CUST00172,1,0,0,1,28,0,0,1,1,1,0,2,2,1,1,0,2,116.27,3269.33,0,2-4yr,0.036
CUST00173,0,0,0,0,10,1,0,0,2,2,1,2,2,1,1,1,2,38.67,386.81,0,0-1yr,0.1
CUST00174,1,0,1,1,56,0,2,2,1,0,2,1,2,1,0,0,1,96.06,5390.14,0,4-6yr,0.018
CUST00175,0,0,0,0,11,1,2,0,1,2,2,2,1,0,2,0,1,61.54,653.14,0,0-1yr,0.094
CUST00176,1,1,0,0,19,0,1,2,1,0,1,0,0,0,2,0,2,58.5,1128.52,0,1-2yr,0.052
CUST00177,1,0,0,1,14,0,1,1,0,1,0,0,1,1,2,0,1,48.15,669.29,0,1-2yr,0.072
CUST00178,1,0,1,1,10,1,1,1,1,1,2,2,1,2,0,0,3,87.78,883.98,1,0-1yr,0.099
CUST00179,0,0,1,0,70,0,2,0,0,0,0,2,2,0,2,0,1,43.57,3076.88,1,4-6yr,0.014
CUST00180,1,0,1,0,71,1,2,0,1,2,2,1,0,0,1,0,2,101.2,7185.1,0,4-6yr,0.014
CUST00181,0,1,1,1,52,0,1,1,2,0,2,2,1,1,2,1,0,117.63,6138.44,0,4-6yr,0.019
CUST00182,0,1,1,0,14,1,1,2,0,2,1,0,2,2,2,1,0,118.7,1652.77,1,1-2yr,0.072
CUST00183,1,0,0,1,9,1,2,1,0,0,0,2,1,1,0,1,2,65.43,594.4,0,0-1yr,0.11
CUST00184,1,1,1,0,14,0,1,1,0,2,2,1,1,0,0,0,2,61.3,855.15,1,1-2yr,0.072
CUST00185,0,0,1,0,15,1,1,0,1,2,1,2,1,2,1,1,1,90.95,1392.84,0,1-2yr,0.065
CUST00186,1,1,0,0,19,0,0,0,0,1,0,1,1,0,0,0,0,79.98,1523.46,0,1-2yr,0.052
CUST00187,1,1,0,1,23,1,2,1,1,1,2,1,0,0,1,0,2,39.36,930.3,0,1-2yr,0.042
CUST00188,0,0,0,1,1,1,2,0,1,2,1,2,0,0,0,0,0,31.22,20.96,1,0-1yr,1.422
CUST00189,1,1,1,1,48,1,1,1,1,0,0,0,1,0,1,1,0,77.77,3737.68,1,2-4yr,0.021
CUST00190,1,0,1,1,48,1,1,2,0,2,1,1,2,2,2,1,1,24.43,1195.84,0,2-4yr,0.02
CUST00191,1,1,0,0,25,0,2,2,2,2,2,2,1,0,0,1,3,28.47,690.88,0,2-4yr,0.041
CUST00192,1,1,1,1,54,1,2,0,0,1,2,2,2,2,0,1,1,59.16,3220.14,0,4-6yr,0.018
CUST00193,1,1,0,0,8,0,0,0,0,1,0,2,2,2,2,0,2,110.83,891.34,0,0-1yr,0.124
CUST00194,1,0,1,0,18,0,0,2,2,1,1,2,0,2,2,1,2,97.74,1760.84,1,1-2yr,0.055
CUST00195,0,0,0,1,47,0,1,1,0,2,1,2,0,2,1,1,1,28.64,1343.41,1,2-4yr,0.021
CUST00196,0,1,1,0,14,1,2,2,0,2,2,0,0,2,0,0,3,93.4,1296.76,1,1-2yr,0.072
CUST00197,0,0,1,1,39,1,1,1,0,0,0,2,0,1,1,0,1,78.74,3071.97,0,2-4yr,0.026
CUST00198,0,0,0,1,33,1,1,1,1,0,2,0,2,2,1,0,2,84.43,2791.98,0,2-4yr,0.03
CUST00199,0,1,1,1,15,1,1,1,2,0,1,2,1,1,1,0,1,81.88,1217.66,0,1-2yr,0.067
CUST00200,0,0,0,1,35,0,1,0,1,0,0,0,0,1,1,1,2,98.63,3481.1,0,2-4yr,0.028
CUST00201,1,1,1,0,21,1,0,0,2,1,0,0,0,1,2,0,1,72.29,1504.47,0,1-2yr,0.048
CUST00202,0,1,1,0,30,1,1,2,2,2,0,2,1,1,2,1,3,99.58,2993.7,1,2-4yr,0.033
CUST00203,1,0,1,1,62,1,1,2,2,2,0,2,2,2,2,0,0,70.09,4349.29,0,4-6yr,0.016
CUST00204,1,1,1,0,39,1,2,1,2,0,1,0,1,0,2,1,3,111.01,4303.42,0,2-4yr,0.026
CUST00205,0,0,1,1,3,1,1,1,0,1,1,0,1,1,0,0,2,21.12,45.46,0,0-1yr,0.455
CUST00206,0,0,1,1,4,1,0,0,2,1,1,1,1,2,2,0,3,63.32,264.77,0,0-1yr,0.238
CUST00207,0,1,0,1,50,1,1,1,0,2,0,0,2,2,2,1,1,60.33,3008.8,0,4-6yr,0.02
CUST00208,1,1,0,0,12,1,2,0,0,0,2,1,2,2,2,0,0,20.27,236.97,0,0-1yr,0.085
CUST00209,1,1,1,0,43,0,0,0,0,2,0,0,2,1,1,0,3,59.9,2604.2,1,2-4yr,0.023
CUST00210,0,1,0,1,35,0,0,1,2,0,1,1,1,1,2,1,1,94.42,3277.96,0,2-4yr,0.029
CUST00211,0,0,0,1,5,1,1,0,1,1,1,2,2,2,2,1,0,74.1,369.98,0,0-1yr,0.2
CUST00212,0,0,1,1,4,1,2,1,0,0,1,1,0,2,2,1,2,100.49,386.5,1,0-1yr,0.259
CUST00213,0,0,1,0,33,1,2,1,1,2,1,0,0,1,0,0,1,20.33,682.57,1,2-4yr,0.03
CUST00214,0,0,1,1,65,1,1,2,0,1,1,2,1,2,1,1,2,36.84,2389.97,1,4-6yr,0.015
CUST00215,1,0,1,0,59,0,0,0,1,0,0,1,1,2,1,1,1,66.79,3925.88,0,4-6yr,0.017
CUST00216,0,1,1,1,16,0,0,2,1,0,0,1,1,2,0,0,2,55.28,867.73,0,1-2yr,0.064
CUST00217,0,1,0,1,26,0,1,0,2,0,0,2,0,1,0,0,2,34.95,878.71,0,2-4yr,0.04
CUST00218,1,0,0,1,4,0,1,1,0,1,1,2,1,2,1,0,3,63.11,226.68,0,0-1yr,0.277
CUST00219,0,0,0,1,11,1,1,0,1,2,1,1,1,1,2,1,1,74.78,840.57,0,0-1yr,0.089
CUST00220,1,1,1,1,72,1,1,2,2,2,0,1,0,2,2,1,0,117.8,8506.3,0,4-6yr,0.014
CUST00221,0,0,0,0,20,1,1,1,1,0,1,1,1,1,0,1,2,57.41,1173.3,1,1-2yr,0.049
CUST00222,1,0,1,1,63,0,2,2,1,1,2,0,0,1,1,0,0,72.71,4590.42,0,4-6yr,0.016
CUST00223,0,0,1,0,44,1,2,0,1,0,1,0,0,1,0,1,3,94.52,4153.93,1,2-4yr,0.023
CUST00224,1,1,0,1,53,0,1,2,2,0,1,0,0,1,2,0,1,32.35,1730.88,0,4-6yr,0.019
