customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00064,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer,99.3,2764.38,No
CUST00065,Female,1,Yes,Yes,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card,92.06,6054.99,Yes
CUST00066,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer,104.68,1237.6,Yes
CUST00067,Female,1,Yes,No,3,No,No,No,No,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,98.35,287.97,No
CUST00068,Female,0,No,Yes,56,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card,25.89,1430.5,No
CUST00069,Female,1,No,Yes,62,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,84.38,5234.25,No
CUST00070,Female,0,No,Yes,60,No,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,102.38,6166.69,No
CUST00071,Male,1,No,No,16,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,21.05,327.09,No
CUST00072,Male,1,Yes,Yes,9,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,98.93,891.77,No
CUST00073,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,37.85,1786.42,No
CUST00074,Female,1,No,Yes,55,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer,40.25,2207.04,No
CUST00075,Female,1,Yes,No,34,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card,73.58,2494.22,Yes
CUST00076,Female,0,Yes,No,8,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,26.48,182.34,No
CUST00077,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,34.63,36.43,No
CUST00078,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,40.17,1018.81,Yes
CUST00079,Male,0,Yes,Yes,36,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,One year,No,Credit card,57.03,2046.2,Yes
CUST00080,Male,0,No,No,49,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,110.34,5393.84,Yes
CUST00081,Female,1,Yes,Yes,30,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,90.7,2749.47,No
CUST00082,Male,0,Yes,No,54,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,31.96,1717.09,Yes
CUST00083,Male,1,No,Yes,45,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,76.56,3428.33,No
CUST00084,Female,0,No,No,9,No,No,No,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card,101.82,911.61,No
CUST00085,Female,1,No,Yes,50,No,No,No,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card,25.82,1267.05,No
CUST00086,Male,0,No,Yes,69,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,55.2,3812.72,No
CUST00087,Female,1,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer,102.88,2087.15,No
CUST00088,Male,1,Yes,No,38,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer,57.39,2152.31,No
CUST00089,Male,1,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Credit card,32.81,1002.04,No
CUST00090,Male,1,No,Yes,57,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,76.25,4349.3,No
CUST00091,Male,0,Yes,Yes,58,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,105.05,6118.11,No
CUST00092,Male,0,Yes,No,24,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,80.6,1948.43,No
CUST00093,Female,0,No,No,4,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,26.79,105.61,No
CUST00094,Male,1,Yes,Yes,33,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,57.52,1911.2,No
CUST00095,Female,0,Yes,No,26,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,106.63,2773.71,No
CUST00096,Female,0,No,Yes,55,No,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer,80.69,4408.58,No
CUST00097,Female,0,No,Yes,60,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,No,Credit card,79.83,4764.08,No
CUST00098,Male,1,No,No,54,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card,38.08,2061.78,No
CUST00099,Male,1,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,117.72,8135.6,No
CUST00100,Male,0,No,Yes,31,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,29.54,899.96,No
CUST00101,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,38.19,1040.61,No
CUST00102,Female,1,Yes,Yes,41,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,85.31,3476.12,No
CUST00103,Female,0,Yes,No,25,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,30.75,786.77,No
CUST00104,Female,0,No,No,14,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,92.99,1330.46,Yes
CUST00105,Female,0,Yes,Yes,1,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,30.13,19.53,No
CUST00106,Male,1,No,Yes,22,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,37.73,826.38,Yes
CUST00107,Female,0,No,No,4,No,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer,94.32,357.82,No
CUST00108,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer,119.85,5883.7,No
CUST00109,Female,1,No,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Electronic check,87.19,3810.59,Yes
CUST00110,Male,0,No,Yes,66,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,45.37,2981.11,Yes
CUST00111,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card,93.29,5809.72,No
CUST00112,Female,1,No,Yes,3,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,108.66,352.97,No
CUST00113,Male,0,No,No,30,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Credit card,113.0,3405.0,Yes
CUST00114,Female,1,No,No,19,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,No,Credit card,56.92,1066.74,Yes
CUST00115,Female,0,Yes,Yes,69,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,52.63,3612.19,Yes
CUST00116,Male,1,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card,39.55,1750.53,Yes
CUST00117,Female,1,No,No,49,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Credit card,37.6,1861.14,Yes
CUST00118,Female,1,No,Yes,24,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.1,2526.22,No
CUST00119,Male,0,Yes,Yes,60,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card,103.93,6260.3,Yes
CUST00120,Female,1,Yes,No,22,No,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer,53.04,1160.68,Yes
CUST00121,Female,0,No,Yes,70,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,67.16,4698.36,No
CUST00122,Male,1,No,No,10,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card,75.31,742.78,No
CUST00123,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.09,1676.21,Yes
CUST00124,Male,1,No,Yes,44,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,101.13,4465.98,No
CUST00125,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,30.13,1653.1,No
CUST00126,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,60.73,1565.49,No
CUST00127,Female,1,No,Yes,46,No,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Credit card,115.65,5314.28,No
CUST00128,Male,0,No,No,20,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,96.16,1951.52,No
CUST00129,Male,1,Yes,No,33,Yes,No,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card,63.72,2112.88,No
CUST00130,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,81.01,5730.75,Yes
CUST00131,Male,0,Yes,No,25,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,111.81,2792.75,No
CUST00132,Female,1,Yes,No,56,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,25.47,1435.66,No
CUST00133,Male,1,Yes,Yes,45,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,97.87,4376.25,No
CUST00134,Female,0,Yes,Yes,52,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,114.22,5910.09,No
CUST00135,Male,1,No,Yes,47,No,Yes,DSL,No internet service,No,Yes,Yes,No,No,One year,No,Mailed check,25.43,1187.32,Yes
CUST00136,Male,0,No,No,57,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,32.08,1846.44,Yes
CUST00137,Female,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,85.37,2889.41,No
CUST00138,Male,0,No,Yes,57,No,No,No,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card,77.45,4391.04,No
CUST00139,Female,0,No,Yes,50,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,45.86,2321.89,No
CUST00140,Female,0,Yes,No,11,No,No phone service,No,No internet service,No,No internet service,No,No,No,One year,No,Credit card,82.15,878.84,No
CUST00141,Male,0,No,Yes,31,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,92.06,2847.61,No
CUST00142,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer,109.78,760.54,No
CUST00143,Female,0,Yes,Yes,31,No,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,87.66,2744.07,No
CUST00144,Female,1,No,Yes,53,Yes,No,No,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,110.69,5859.19,Yes
CUST00145,Female,1,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card,104.73,7031.39,No
CUST00146,Male,0,No,Yes,65,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,46.09,3006.73,No
CUST00147,Female,0,Yes,Yes,20,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,36.02,736.11,No
CUST00148,Male,1,Yes,Yes,43,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card,33.63,1441.71,No
CUST00149,Male,1,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,95.17,3894.98,Yes
CUST00150,Female,1,Yes,No,10,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,29.83,288.26,No
CUST00151,Female,0,No,No,44,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,85.01,3718.44,No
CUST00152,Female,0,No,No,67,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.76,5292.74,No
CUST00153,Female,1,No,No,51,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,116.3,5913.24,No
CUST00154,Female,1,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,107.71,2931.18,No
CUST00155,Female,0,No,Yes,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,82.28,1582.58,Yes
CUST00156,Female,0,No,No,62,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,42.1,2629.06,No
CUST00157,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card,34.03,588.59,No
CUST00158,Male,1,No,Yes,69,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,93.8,6464.95,No
CUST00159,Female,1,No,Yes,44,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,88.28,3879.6,No
CUST00160,Female,1,No,Yes,33,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,41.39,1370.01,No
CUST00161,Female,0,Yes,No,17,No,No,DSL,No,No,No,No internet service,No internet service,Yes,Two year,No,Credit card,81.62,1396.85,Yes
CUST00162,Female,0,Yes,No,7,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,53.51,403.04,No
CUST00163,Female,1,No,No,3,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,47.85,119.87,Yes
CUST00164,Female,0,Yes,No,27,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,90.19,2424.1,Yes
CUST00165,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,100.9,3507.58,No
CUST00166,Male,1,Yes,Yes,38,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,49.05,1885.57,No
CUST00167,Female,0,No,Yes,7,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card,110.07,789.09,No
CUST00168,Male,1,No,No,43,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,113.59,4856.08,Yes
CUST00169,Female,0,No,No,69,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,64.68,4488.22,No
CUST00170,Female,1,Yes,Yes,32,No,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.25,2916.61,No
CUST00171,Female,1,Yes,Yes,29,No,No,No,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer,34.55,994.48,No
CUST00172,Male,0,No,Yes,28,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,116.27,3269.33,No
CUST00173,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,38.67,386.81,No
CUST00174,Male,0,Yes,Yes,56,No,Yes,No,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,96.06,5390.14,No
CUST00175,Female,0,No,No,11,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card,61.54,653.14,No
CUST00176,Male,1,No,No,19,No,No phone service,No,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,58.5,1128.52,No
CUST00177,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,No,Credit card,48.15,669.29,No
